,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
2669904,kennedy fried chicken,"1815 grand concourse, bronx, ny",bronx,chicken,7185839565,critical,40.847304925359,-73.908174216367,yes,sidewalk
2670143,thai tree,"3617 greenpoint ave, queens, ny",queens,thai,7188061046,critical,40.737609719926,-73.929760490805,yes,sidewalk
2670387,chipotle mexican grill,"269 amsterdam avenue, manhattan, ny",manhattan,tex-mex,2125806058,critical,40.778965775913,-73.981350464195,yes,roadway
2670615,casabianca pizza restaurant,"503 west   57 street, manhattan, ny",manhattan,pizza,2123978725,critical,40.769286008743,-73.988956320252,no,roadway
2670866,everydayday,"370 lenox avenue, manhattan, ny",manhattan,,6463256308,not applicable,40.810037834945,-73.943812034529,yes,sidewalk
2671082,boca restaurant & steak house,"2458 webster ave, bronx, ny",bronx,american,9174591124,not critical,40.860112411906,-73.89295825953,yes,both
2671083,kam fung,"5221 avenue n, brooklyn, ny",brooklyn,chinese,7182530212,critical,40.61908979485,-73.924659083238,yes,sidewalk
2671279,parceros bakery ii coffee shop,"3015 30th ave, queens, ny",queens,,3476088152,not applicable,40.767176760205004,-73.921992717747,yes,both
2671287,shanghai you garden,"4107 bell blvd, queens, ny",queens,chinese,7182293388,not critical,40.763392606738,-73.770857420162,no,both
2671288,mento caribbean cuisine,"8959 164th st, queens, ny",queens,caribbean,5167243675,critical,40.707053065455,-73.79690214844,no,both
2671495,dunkin,"1779 southern boulevard, bronx, ny",bronx,donuts,6464290955,not critical,40.837795256504,-73.887515541545,no,both
2671740,the loft at ariana's grand,"4864 arthur kill road, staten island, ny",staten island,italian,7189678500,critical,40.523565303537005,-74.23920515246101,no,sidewalk
2671994,eda pizza place,"4024 white plains road, bronx, ny",bronx,pizza,7185159467,critical,40.889107658721,-73.859731221211,no,roadway
2672066,kriss west indian restaurant,"11204 farmers boulevard, queens, ny",queens,caribbean,7184549300,critical,40.700713343853,-73.764286235415,yes,sidewalk
2672268,georges luncheonette,"2157 utica avenue, brooklyn, ny",brooklyn,american,7183779182,critical,40.619412398146,-73.92691722770701,yes,both
2672484,pomp & circumstance,"577 lorimer street, brooklyn, ny",brooklyn,mediterranean,6318726422,not critical,40.714256615902,-73.949415763931,yes,sidewalk
2672485,jiang hu xiao chuan,"13687 37th ave, queens, ny",queens,chinese,3473684820,critical,40.761976600398995,-73.82932723520001,yes,roadway
2672654,jeong yook,"15212 northern blvd, queens, ny",queens,korean,9179080234,not critical,40.764892163167,-73.812154213559,yes,both
2672655,sofra mediterranean grill,"4508 46th st, queens, ny",queens,mediterranean,3475800832,critical,40.742732446754,-73.918795197126,no,sidewalk
2672656,mcdonald's,"4259 broadway, manhattan, ny",manhattan,hamburgers,9175210827,not critical,40.850073936845,-73.93585843453201,no,sidewalk
2672662,el rodeo,"4550 46th st, queens, ny",queens,latin american,3472039064,critical,40.742016166091,-73.918940423262,no,both
2672902,rogers,"203 beach  116 street, queens, ny",queens,american,7186343263,critical,40.579907636699,-73.83727140183301,no,both
2672904,l8 lounge,"4 penn plaza, manhattan, ny",manhattan,american,2124656000,not critical,40.750654836632,-73.991944239076,yes,sidewalk
2673128,izzies cheesesteaks,"47 clinton street, manhattan, ny",manhattan,american,6467261690,not critical,40.719775504165,-73.984722096807,no,both
2673129,tack's chinese take out,"11c holden boulevard, staten island, ny",staten island,chinese,7189839854,not critical,40.604514061397,-74.12118314835999,no,both
2673338,wilfie & nell,"228 west    4 street, manhattan, ny",manhattan,irish,2122422990,critical,40.734071226085,-74.002929947849,yes,sidewalk
2673344,wau,"434 amsterdam avenue, manhattan, ny",manhattan,other,3477614434,not critical,40.784317350045,-73.97747792057,yes,sidewalk
2673394,bombay kabab,"54 7 avenue, brooklyn, ny",brooklyn,indian,3472850479,not critical,40.676005533478,-73.974417809523,no,both
2673529,santa ana deli & grocery,"171 irving avenue, brooklyn, ny",brooklyn,mexican,7186284691,not critical,40.702193036796,-73.919955594937,no,both
2673737,wendy's,"505 utica avenue, brooklyn, ny",brooklyn,hamburgers,7186041207,not critical,40.661102908946,-73.93136960403301,no,sidewalk
2673739,the miles coffee bar,"4039 east tremont avenue, bronx, ny",bronx,american,9175132392,critical,40.81952144418,-73.817505579585,yes,both
2673886,lefrak pizza,"9717 57 avenue, queens, ny",queens,pizza,7185921103,not critical,40.737322214595,-73.863512536127,no,sidewalk
2674156,blt prime,"1032 lexington avenue, manhattan, ny",manhattan,american,2129958500,critical,40.771552703154995,-73.961387318047,yes,both
2674157,the owl music parlor,"497 rogers avenue, brooklyn, ny",brooklyn,american,7186668669,critical,40.660084721678,-73.953468579023,yes,both
2674363,kfc,"5717 queens blvd, queens, ny",queens,american,7184240019,critical,40.741936622142,-73.908089040582,yes,both
2674560,bonchon,"68 willoughby street, brooklyn, ny",brooklyn,korean,9172923902,critical,40.692168765981,-73.985997770855,no,both
2674799,randolph,"104 south    4 street, brooklyn, ny",brooklyn,american,2122740667,critical,40.712211723586,-73.96382416985601,yes,roadway
2674823,minnie's bar,"885 4 avenue, brooklyn, ny",brooklyn,other,2405350815,not critical,40.655845217215,-74.002807564897,yes,sidewalk
2674832,tendo sushi,"6626 fresh pond rd, queens, ny",queens,japanese,7183810809,not critical,40.708194784449,-73.897877702303,yes,sidewalk
2674848,oslo coffee roasters,"236 west   10 street, manhattan, ny",manhattan,coffee/tea,5163558385,not critical,40.733857041959,-74.005459355657,no,sidewalk
2674862,mustard panini bar,"462 avenue p, brooklyn, ny",brooklyn,jewish/kosher,7186451888,critical,40.60908954183,-73.970399033533,no,sidewalk
2674863,starbucks,"159 columbus avenue, manhattan, ny",manhattan,coffee/tea,9177643602,critical,40.774349043002,-73.98100876451001,no,sidewalk
2674864,pantry market eatery,"2420 jackson ave, queens, ny",queens,sandwiches/salads/mixed buffet,7186062299,not critical,40.746304928544,-73.944407340536,no,sidewalk
2674997,"staten island yankees, giovanni's/bar","75 richmond terrace, staten island, ny",staten island,american,7187209265,critical,40.644667330798,-74.07700227551899,no,sidewalk
2675198,susano's pizzeria & restaurant ii,"9512 35th ave, queens, ny",queens,pizza,9293491280,critical,40.753169760316,-73.872420307304,no,sidewalk
2675199,las palmas restaurant ii,"240 west  231 street, bronx, ny",bronx,mexican,7188843827,critical,40.87961706138,-73.906223657943,yes,sidewalk
2675363,top tortilla,"22125 linden blvd, queens, ny",queens,chinese,6466410054,not critical,40.694779200056,-73.738981022643,no,sidewalk
2675574,tower cafe (hutch metro center),"1250 waters place, bronx, ny",bronx,american,7189751198,not critical,40.842734852644,-73.83840420930001,no,both
2675790,rainbow bakery,"4139 kissena blvd, queens, ny",queens,bakery products/desserts,9179080138,critical,40.757943357951,-73.828532665233,no,roadway
2675951,morimoto ny,"88 10 avenue, manhattan, ny",manhattan,japanese,2129894639,critical,40.743194617692,-74.007416096707,yes,both
2676167,white tiger,"601 vanderbilt avenue, brooklyn, ny",brooklyn,korean,7185522272,critical,40.679522772873995,-73.96817559853599,yes,openstreets
2676191,beverly hill manor,"1700 jerome avenue, bronx, ny",bronx,american,7184661334,not critical,40.846611597132004,-73.913105273625,no,both
2676398,starbucks coffee,"1411 broadway, manhattan, ny",manhattan,coffee/tea,2126159700,critical,40.753709308956,-73.987067598536,no,roadway
2676495,lee's tavern,"60 hancock street, staten island, ny",staten island,american,7186679749,not critical,40.588843796915995,-74.09533947925101,yes,both
2676630,rego garden chinese restaurant,"9303 63rd dr, queens, ny",queens,chinese,7189976611,critical,40.728121868583,-73.863610828319,no,sidewalk
2676840,mia pizza,"2417 ditmars blvd, queens, ny",queens,pizza,7187771700,not critical,40.779130655098,-73.914941283018,no,both
2676843,golden krust caribbean bakery & grill,"139 lawrence street, brooklyn, ny",brooklyn,caribbean,7186431054,not critical,40.691781787416,-73.986282727446,no,sidewalk
2677084,el molina restaurant,"400 east  167 street, bronx, ny",bronx,latin american,7185388563,critical,40.830684529824,-73.91037622636699,yes,both
2677340,el palacio de los cholados,"8318 northern blvd, queens, ny",queens,frozen desserts,6462694170,critical,40.755668985929,-73.884178823913,yes,both
2677362,spectrum catering and concessions (brooklyn steel),"319 frost street, brooklyn, ny",brooklyn,american,7579699912,not critical,40.719156279859995,-73.938679717493,yes,sidewalk
2677588,panda,"7018 3 avenue, brooklyn, ny",brooklyn,chinese,7182388268,critical,40.634674441659,-74.02647421978001,no,roadway
2677811,tito rads grill,"4910 queens blvd, queens, ny",queens,filipino,7182057299,not critical,40.742790547751,-73.915630220862,no,sidewalk
2677812,a & c guyana bakery & restaurant,"847 utica avenue, brooklyn, ny",brooklyn,caribbean,7184857808,not critical,40.652522175633,-73.930455870861,no,sidewalk
2678035,zen vegetarian house,"773 flatbush avenue, brooklyn, ny",brooklyn,vegetarian,7182822255,critical,40.653971650802,-73.959520306763,yes,sidewalk
2678303,fairfield inn & suites new york manhattan financial district,"161 front street, manhattan, ny",manhattan,continental,2128260001,critical,40.706044328922,-74.005099997169,yes,roadway
2678518,xing sheng,"115 featherbed lane, bronx, ny",bronx,chinese,7182992336,not critical,40.846140988471,-73.91889256810799,yes,both
2678736,the comfort diner,"214 east   45 street, manhattan, ny",manhattan,american,2128674555,critical,40.752441405529,-73.972489845978,yes,openstreets
2678971,shake shack,"170 flatbush avenue, brooklyn, ny",brooklyn,hamburgers,6465176145,not critical,40.682730681361,-73.976510027657,no,roadway
2679175,burger king,"40-15 queens boulevard, queens, ny",queens,hamburgers,7187868189,not critical,40.743781785219,-73.924026730574,no,both
2679225,albion,"575 2 avenue, manhattan, ny",manhattan,american,9174005280,critical,40.743203523271,-73.976961377993,yes,sidewalk
2679226,pasteles capy,"3797 broadway, manhattan, ny",manhattan,,7183099905,not applicable,40.834537756157,-73.944535702721,yes,both
2679406,starbucks,"424 park avenue south, manhattan, ny",manhattan,coffee/tea,2127250637,not critical,40.744033578087,-73.983568897664,yes,both
2679425,lroom cafe,"41 west   14 street, manhattan, ny",manhattan,coffee/tea,3473273952,not critical,40.736596338371,-73.995016734096,yes,sidewalk
2679426,paper rain,"2770 atlantic avenue, brooklyn, ny",brooklyn,american,7183001514,not critical,40.676297826188005,-73.891967379164,yes,both
2679567,moot bar,"579 myrtle avenue, brooklyn, ny",brooklyn,american,7186383982,critical,40.69402941829001,-73.960956377436,yes,sidewalk
2679568,milenio restaurant bar inc,"9707 37th ave, queens, ny",queens,latin american,7186515870,not critical,40.751838333990996,-73.869784483229,yes,both
2679791,dun huang,"817 60 street, brooklyn, ny",brooklyn,chinese,9293265967,critical,40.635141018065,-74.008971321316,yes,both
2679999,windsor diner,"220 prospect park west, brooklyn, ny",brooklyn,american,7187889700,critical,40.660065088866,-73.98065576663001,no,sidewalk
2680000,el catracho restaurant,"21552 jamaica ave, queens, ny",queens,,6463797378,not applicable,40.717389003221996,-73.739433248238,yes,sidewalk
2680238,gooey on the inside cookies,"163 chrystie street, manhattan, ny",manhattan,bakery products/desserts,9176517581,critical,40.720671073555,-73.992543128273,yes,both
2680463,smith street bagels,"323 smith street, brooklyn, ny",brooklyn,american,7182461321,critical,40.68108882487,-73.994270968056,no,both
2680464,just salad,"315 park avenue south, manhattan, ny",manhattan,salads,3474820476,not critical,40.740602952637,-73.986045291374,yes,both
2680483,american cut,"363 greenwich street, manhattan, ny",manhattan,steakhouse,2122264736,not critical,40.719150249346,-74.010331877815,yes,both
2680484,lucky jade bakery,"6104 7 avenue, brooklyn, ny",brooklyn,bakery products/desserts,7188839238,critical,40.636142535774,-74.012473567219,yes,roadway
2680711,tony's pier restaurant,"1 city island avenue, bronx, ny",bronx,seafood,7188851424,not critical,40.837658970328995,-73.782920637128,yes,sidewalk
2680942,taboonette,"30 east   13 street, manhattan, ny",manhattan,mediterranean,2125107871,not critical,40.734757231006,-73.992837430303,yes,both
2681146,papa mikes brick oven pizza,"7416 20 avenue, brooklyn, ny",brooklyn,pizza,7185133696,not critical,40.611286122335,-73.991312825381,no,sidewalk
2681295,dishes,"399 park avenue, manhattan, ny",manhattan,american,2124215511,not critical,40.759533805391996,-73.972245055827,no,sidewalk
2681513,fresh & co,"1211 6 avenue, manhattan, ny",manhattan,american,2127688080,not critical,40.758385622529,-73.9815367302,no,sidewalk
2681729,arzu palace,"2390 coney island avenue, brooklyn, ny",brooklyn,middle eastern,7187879999,critical,40.598900905472,-73.961242681195,no,sidewalk
2681951,lima 33,"25404 northern blvd, queens, ny",queens,peruvian,7182254949,critical,40.771554566495,-73.734721983253,yes,both
2681952,foo on restaurant,"18304 hillside ave, queens, ny",queens,chinese,7182971287,not critical,40.713870370589,-73.778711713138,yes,both
2682210,new lin china garden,"679 myrtle ave, brooklyn, ny",brooklyn,chinese,3478917471,not critical,40.694777080349,-73.956350851447,yes,both
2682453,malibu farm,"89 south street, manhattan, ny",manhattan,american,2122653030,critical,40.705857736005,-74.003769082082,yes,both
2682660,loma restaurant #2,"1571 broadway, brooklyn, ny",brooklyn,latin american,3474421590,not critical,40.685743125103,-73.915461097836,yes,both
2682929,mountain province,"9 meserole street, brooklyn, ny",brooklyn,bakery products/desserts,7183877030,not applicable,40.707447065673,-73.949925912163,yes,both
2683154,mcdonald's,"5960 55th rd, queens, ny",queens,hamburgers,7183265500,not critical,40.726655730614,-73.907121630164,no,sidewalk
2683373,gregorys coffee,"775 6 avenue, manhattan, ny",manhattan,coffee/tea,6465595973,critical,40.744890795166,-73.991360297187,no,sidewalk
2683401,manhattan diner,"2532 broadway, manhattan, ny",manhattan,american,2129320068,critical,40.793763679678,-73.972418531085,yes,both
2683402,gino's pizza,"86-35 broadway, queens, ny",queens,italian,7186728515,critical,40.737579251999,-73.877227934511,no,sidewalk
2683605,nuevas brisas del valle,"9014 37th ave, queens, ny",queens,spanish,7184788567,not critical,40.750539402637,-73.87664092071,no,both
2683774,mr mcgoo's,"5602 broadway, bronx, ny",bronx,american,7185489810,not critical,40.87956882783,-73.90431435202,yes,sidewalk
2684001,sapporo,"7812 3 avenue, brooklyn, ny",brooklyn,japanese,7187483323,critical,40.629118450764,-74.02875606464501,no,both
2684140,hangar astoria bar & grill,"2843 steinway st, queens, ny",queens,tapas,9173969045,critical,40.7651892736,-73.91391947529,yes,both
2684285,clark's restaurant,"80 clark street, brooklyn, ny",brooklyn,american,7188555484,critical,40.697510750407,-73.99325978079601,yes,sidewalk
2684455,chingoo restaurant,"373 graham avenue, brooklyn, ny",brooklyn,korean,9179091742,not critical,40.715761266564996,-73.944595243744,yes,sidewalk
2684456,mi bella cholulita deli & restaurant,"884 broadway, brooklyn, ny",brooklyn,mexican,3476274480,critical,40.698119613997996,-73.93730348042,yes,both
2684722,chicago's pizza with a twist,"25907 hillside ave, queens, ny",queens,pizza,5168656555,not critical,40.737177178717,-73.70904779851999,no,sidewalk
2684941,happy wok,"762 franklin avenue, brooklyn, ny",brooklyn,chinese,7186223396,not critical,40.672539272129,-73.957302753114,yes,sidewalk
2685151,gottino,"52 greenwich avenue, manhattan, ny",manhattan,italian,2126332590,critical,40.73571263107,-74.0005881691,yes,sidewalk
